region,disease_class,year,cases,region_eng,class_name,class_name_short
республика калмыкия,1,2007,35.9,Republic of Kalmykia,Certain infectious and parasitic diseases,Infections
карачаево-черкесская республика,1,2007,29.3,Karachay-Cherkess Republic,Certain infectious and parasitic diseases,Infections
республика северная осетия алания,1,2007,23.5,Republic of North Ossetia-Alania,Certain infectious and parasitic diseases,Infections
чеченская республика,1,2007,33.3,Chechen Republic,Certain infectious and parasitic diseases,Infections
краснодарский край,1,2007,25.3,Krasnodar Krai,Certain infectious and parasitic diseases,Infections
ставропольский край,1,2007,23.0,Stavropol Krai,Certain infectious and parasitic diseases,Infections
астраханская область,1,2007,32.6,Astrakhan Oblast,Certain infectious and parasitic diseases,Infections
волгоградская область,1,2007,38.3,Volgograd Oblast,Certain infectious and parasitic diseases,Infections
ростовская область,1,2007,23.8,Rostov Oblast,Certain infectious and parasitic diseases,Infections
приволжский федеральный округ,1,2007,38.9,Volga Federal District,Certain infectious and parasitic diseases,Infections
республика башкортостан,1,2007,36.5,Republic of Bashkortostan,Certain infectious and parasitic diseases,Infections
республика марий эл,1,2007,44.3,Mari El Republic,Certain infectious and parasitic diseases,Infections
республика мордовия,1,2007,37.4,Republic of Mordovia,Certain infectious and parasitic diseases,Infections
республика татарстан,1,2007,34.3,Republic of Tatarstan,Certain infectious and parasitic diseases,Infections
удмуртская республика,1,2007,54.5,Udmurt Republic,Certain infectious and parasitic diseases,Infections
чувашская республика,1,2007,43.4,Chuvash Republic,Certain infectious and parasitic diseases,Infections
пермский край,1,2007,52.6,Perm Krai,Certain infectious and parasitic diseases,Infections
кировская область,1,2007,37.8,Kirov Oblast,Certain infectious and parasitic diseases,Infections
нижегородская область,1,2007,30.5,Nizhny Novgorod Oblast,Certain infectious and parasitic diseases,Infections
оренбургская область,1,2007,36.0,Orenburg Oblast,Certain infectious and parasitic diseases,Infections
пензенская область,1,2007,31.6,Penza Oblast,Certain infectious and parasitic diseases,Infections
самарская область,1,2007,41.4,Samara Oblast,Certain infectious and parasitic diseases,Infections
саратовская область,1,2007,30.7,Saratov Oblast,Certain infectious and parasitic diseases,Infections
ульяновская область,1,2007,52.5,Ulyanovsk Oblast,Certain infectious and parasitic diseases,Infections
уральский федеральный округ,1,2007,45.5,Ural Federal District,Certain infectious and parasitic diseases,Infections
курганская область,1,2007,39.2,Kurgan Oblast,Certain infectious and parasitic diseases,Infections
свердловская область,1,2007,40.8,Sverdlovsk Oblast,Certain infectious and parasitic diseases,Infections
тюменская область,1,2007,48.7,Tyumen Oblast (with AO),Certain infectious and parasitic diseases,Infections
ханты-мансийский автономный округ-югра,1,2007,55.0,Khanty-Mansi Autonomous Okrug-Yugra,Certain infectious and parasitic diseases,Infections
ямало-ненецкий автономный округ,1,2007,53.1,Yamalo-Nenets Autonomous Okrug,Certain infectious and parasitic diseases,Infections
челябинская область,1,2007,49.9,Chelyabinsk Oblast,Certain infectious and parasitic diseases,Infections
сибирский федеральный округ,1,2007,44.0,Siberian Federal District,Certain infectious and parasitic diseases,Infections
республика алтай,1,2007,65.1,Altai Republic,Certain infectious and parasitic diseases,Infections
республика бурятия,1,2007,26.3,Republic of Buryatia,Certain infectious and parasitic diseases,Infections
республика тыва,1,2007,52.5,Republic of Tuva,Certain infectious and parasitic diseases,Infections
республика хакасия,1,2007,45.7,Republic of Khakassia,Certain infectious and parasitic diseases,Infections
алтайский край,1,2007,40.7,Altai Krai,Certain infectious and parasitic diseases,Infections
забайкальский край,1,2007,31.5,Zabaykalsky Krai,Certain infectious and parasitic diseases,Infections
красноярский край,1,2007,41.3,Krasnoyarsk Krai,Certain infectious and parasitic diseases,Infections
иркутская область,1,2007,55.9,Irkutsk Oblast,Certain infectious and parasitic diseases,Infections
кемеровская область,1,2007,40.1,Kemerovo Oblast,Certain infectious and parasitic diseases,Infections
новосибирская область,1,2007,44.2,Novosibirsk Oblast,Certain infectious and parasitic diseases,Infections
омская область,1,2007,53.8,Omsk Oblast,Certain infectious and parasitic diseases,Infections
томская область,1,2007,43.1,Tomsk Oblast,Certain infectious and parasitic diseases,Infections
дальневосточный федеральный округ,1,2007,41.5,Far Eastern Federal District,Certain infectious and parasitic diseases,Infections
республика саха (якутия),1,2007,28.1,Sakha Republic (Yakutia),Certain infectious and parasitic diseases,Infections
камчатский край,1,2007,50.5,Kamchatka Krai,Certain infectious and parasitic diseases,Infections
приморский край,1,2007,42.7,Primorsky Krai,Certain infectious and parasitic diseases,Infections
хабаровский край,1,2007,41.7,Khabarovsk Krai,Certain infectious and parasitic diseases,Infections
амурская область,1,2007,39.7,Amur Oblast,Certain infectious and parasitic diseases,Infections
магаданская область,1,2007,62.9,Magadan Oblast,Certain infectious and parasitic diseases,Infections
сахалинская область,1,2007,49.4,Sakhalin Oblast,Certain infectious and parasitic diseases,Infections
еврейская автономная область,1,2007,45.9,Jewish Autonomous Oblast,Certain infectious and parasitic diseases,Infections
чукотский автономный округ,1,2007,43.0,Chukotka Autonomous Okrug,Certain infectious and parasitic diseases,Infections
российская федерация,1,2008,36.5,Russian Federation,Certain infectious and parasitic diseases,Infections
центральный федеральный округ,1,2008,31.5,Central Federal District,Certain infectious and parasitic diseases,Infections
